Timestamp,base_PosX,base_PosY,base_PosZ,base_RotX,base_RotY,base_RotZ,base_RotW,base_jointAngle,shoulder_PosX,shoulder_PosY,shoulder_PosZ,shoulder_RotX,shoulder_RotY,shoulder_RotZ,shoulder_RotW,shoulder_jointAngle,elbow_PosX,elbow_PosY,elbow_PosZ,elbow_RotX,elbow_RotY,elbow_RotZ,elbow_RotW,elbow_jointAngle,wrist1_PosX,wrist1_PosY,wrist1_PosZ,wrist1_RotX,wrist1_RotY,wrist1_RotZ,wrist1_RotW,wrist1_jointAngle,wrist2_PosX,wrist2_PosY,wrist2_PosZ,wrist2_RotX,wrist2_RotY,wrist2_RotZ,wrist2_RotW,wrist2_jointAngle,wrist3_PosX,wrist3_PosY,wrist3_PosZ,wrist3_RotX,wrist3_RotY,wrist3_RotZ,wrist3_RotW,wrist3_jointAngle,ee_PosX,ee_PosY,ee_PosZ,ee_RotX,ee_RotY,ee_RotZ,ee_RotW,suctionOn,blockAttracted
11.521,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
11.629,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
11.735,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
11.842,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
11.95,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
12.054,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
12.161,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
12.266,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
12.37,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
12.477,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
12.582,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
12.683,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
12.784,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
12.892,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
13,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
13.105,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
13.209,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
13.317,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
13.424,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
13.53,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
13.635,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
13.742,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
13.847,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
13.949,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
14.056,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
14.165,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
14.273,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
14.38,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
14.486,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
14.594,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
14.698,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
14.803,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
14.907,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
15.014,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
15.117,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
15.219,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
15.323,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
15.425,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
15.533,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
15.641,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
15.747,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
15.852,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
15.956,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
16.057,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
16.157,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
16.262,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
16.369,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
16.477,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
16.583,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
16.691,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
16.796,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
16.901,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
17.006,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
17.114,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
17.215,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
17.319,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
