Timestamp,base_PosX,base_PosY,base_PosZ,base_RotX,base_RotY,base_RotZ,base_RotW,base_jointAngle,shoulder_PosX,shoulder_PosY,shoulder_PosZ,shoulder_RotX,shoulder_RotY,shoulder_RotZ,shoulder_RotW,shoulder_jointAngle,elbow_PosX,elbow_PosY,elbow_PosZ,elbow_RotX,elbow_RotY,elbow_RotZ,elbow_RotW,elbow_jointAngle,wrist1_PosX,wrist1_PosY,wrist1_PosZ,wrist1_RotX,wrist1_RotY,wrist1_RotZ,wrist1_RotW,wrist1_jointAngle,wrist2_PosX,wrist2_PosY,wrist2_PosZ,wrist2_RotX,wrist2_RotY,wrist2_RotZ,wrist2_RotW,wrist2_jointAngle,wrist3_PosX,wrist3_PosY,wrist3_PosZ,wrist3_RotX,wrist3_RotY,wrist3_RotZ,wrist3_RotW,wrist3_jointAngle,ee_PosX,ee_PosY,ee_PosZ,ee_RotX,ee_RotY,ee_RotZ,ee_RotW,suctionOn,blockAttracted
25.793,1.454,0.953,-0.014,0.000,-0.707,0.000,-0.707,179.977,1.454,0.953,0.122,-0.267,-0.655,0.267,-0.655,-45.656,1.751,1.257,0.002,-0.548,-0.447,0.548,-0.447,57.303,2.135,1.178,0.002,-0.564,-0.427,0.564,-0.427,-85.944,2.135,1.178,0.095,-0.797,-0.604,0.000,0.000,-89.954,2.226,1.152,0.095,-0.797,-0.604,0.000,0.000,0.000,2.204,1.073,0.095,-0.991,0.137,0.000,0.000,False,False
25.894,1.454,0.953,-0.014,0.000,-0.707,0.000,-0.707,179.977,1.454,0.953,0.122,-0.267,-0.655,0.267,-0.655,-45.656,1.751,1.257,0.002,-0.548,-0.447,0.548,-0.447,57.303,2.135,1.178,0.002,-0.564,-0.427,0.564,-0.427,-85.944,2.135,1.178,0.095,-0.797,-0.604,0.000,0.000,-89.954,2.226,1.152,0.095,-0.797,-0.604,0.000,0.000,0.000,2.204,1.073,0.095,-0.991,0.137,0.000,0.000,False,False
25.997,1.454,0.953,-0.014,0.000,-0.707,0.000,-0.707,179.977,1.454,0.953,0.122,-0.267,-0.655,0.267,-0.655,-45.656,1.751,1.257,0.002,-0.548,-0.447,0.548,-0.447,57.303,2.135,1.178,0.002,-0.564,-0.427,0.564,-0.427,-85.944,2.135,1.178,0.095,-0.797,-0.604,0.000,0.000,-89.954,2.226,1.152,0.095,-0.797,-0.604,0.000,0.000,0.000,2.204,1.073,0.095,-0.991,0.137,0.000,0.000,False,False
26.101,1.454,0.953,-0.014,0.000,-0.707,0.000,-0.707,179.977,1.454,0.953,0.122,-0.267,-0.655,0.267,-0.655,-45.656,1.751,1.257,0.002,-0.548,-0.447,0.548,-0.447,57.303,2.135,1.178,0.002,-0.564,-0.427,0.564,-0.427,-85.944,2.135,1.178,0.095,-0.797,-0.604,0.000,0.000,-89.954,2.226,1.152,0.095,-0.797,-0.604,0.000,0.000,0.000,2.204,1.073,0.095,-0.991,0.137,0.000,0.000,False,False
26.205,1.454,0.953,-0.014,0.000,-0.707,0.000,-0.707,179.977,1.454,0.953,0.122,-0.267,-0.655,0.267,-0.655,-45.656,1.751,1.257,0.002,-0.548,-0.447,0.548,-0.447,57.303,2.135,1.178,0.002,-0.564,-0.427,0.564,-0.427,-85.944,2.135,1.178,0.095,-0.797,-0.604,0.000,0.000,-89.954,2.226,1.152,0.095,-0.797,-0.604,0.000,0.000,0.000,2.204,1.073,0.095,-0.991,0.137,0.000,0.000,False,False
26.311,1.454,0.953,-0.014,0.000,-0.707,0.000,-0.707,179.977,1.454,0.953,0.122,-0.267,-0.655,0.267,-0.655,-45.656,1.751,1.257,0.002,-0.548,-0.447,0.548,-0.447,57.303,2.135,1.178,0.002,-0.564,-0.427,0.564,-0.427,-85.944,2.135,1.178,0.095,-0.797,-0.604,0.000,0.000,-89.954,2.226,1.152,0.095,-0.797,-0.604,0.000,0.000,0.000,2.204,1.073,0.095,-0.991,0.137,0.000,0.000,False,False
26.412,1.454,0.953,-0.014,0.000,-0.707,0.000,-0.707,179.977,1.454,0.953,0.122,-0.267,-0.655,0.267,-0.655,-45.656,1.751,1.257,0.002,-0.548,-0.447,0.548,-0.447,57.303,2.135,1.178,0.002,-0.564,-0.427,0.564,-0.427,-85.944,2.135,1.178,0.095,-0.797,-0.604,0.000,0.000,-89.954,2.226,1.152,0.095,-0.797,-0.604,0.000,0.000,0.000,2.204,1.073,0.095,-0.991,0.137,0.000,0.000,False,False
26.517,1.454,0.953,-0.014,0.000,-0.707,0.000,-0.707,179.977,1.454,0.953,0.122,-0.267,-0.655,0.267,-0.655,-45.656,1.751,1.257,0.002,-0.548,-0.447,0.548,-0.447,57.303,2.135,1.178,0.002,-0.564,-0.427,0.564,-0.427,-85.944,2.135,1.178,0.095,-0.797,-0.604,0.000,0.000,-89.954,2.226,1.152,0.095,-0.797,-0.604,0.000,0.000,0.000,2.204,1.073,0.095,-0.991,0.137,0.000,0.000,False,False
26.617,1.454,0.953,-0.014,0.000,-0.707,0.000,-0.707,179.977,1.454,0.953,0.122,-0.267,-0.655,0.267,-0.655,-45.656,1.751,1.257,0.002,-0.548,-0.447,0.548,-0.447,57.303,2.135,1.178,0.002,-0.564,-0.427,0.564,-0.427,-85.944,2.135,1.178,0.095,-0.797,-0.604,0.000,0.000,-89.954,2.226,1.152,0.095,-0.797,-0.604,0.000,0.000,0.000,2.204,1.073,0.095,-0.991,0.137,0.000,0.000,False,False
26.722,1.454,0.953,-0.014,0.000,-0.707,0.000,-0.707,179.977,1.454,0.953,0.122,-0.267,-0.655,0.267,-0.655,-45.656,1.751,1.257,0.002,-0.548,-0.447,0.548,-0.447,57.303,2.135,1.178,0.002,-0.564,-0.427,0.564,-0.427,-85.944,2.135,1.178,0.095,-0.797,-0.604,0.000,0.000,-89.954,2.226,1.152,0.095,-0.797,-0.604,0.000,0.000,0.000,2.204,1.073,0.095,-0.991,0.137,0.000,0.000,False,False
26.826,1.454,0.953,-0.014,0.000,-0.707,0.000,-0.707,179.977,1.454,0.953,0.122,-0.267,-0.655,0.267,-0.655,-45.656,1.751,1.257,0.002,-0.548,-0.447,0.548,-0.447,57.303,2.135,1.178,0.002,-0.564,-0.427,0.564,-0.427,-85.944,2.135,1.178,0.095,-0.797,-0.604,0.000,0.000,-89.954,2.226,1.152,0.095,-0.797,-0.604,0.000,0.000,0.000,2.204,1.073,0.095,-0.991,0.137,0.000,0.000,False,False
26.931,1.454,0.953,-0.014,0.000,-0.707,0.000,-0.707,179.977,1.454,0.953,0.122,-0.267,-0.655,0.267,-0.655,-45.656,1.751,1.257,0.002,-0.548,-0.447,0.548,-0.447,57.303,2.135,1.178,0.002,-0.564,-0.427,0.564,-0.427,-85.944,2.135,1.178,0.095,-0.797,-0.604,0.000,0.000,-89.954,2.226,1.152,0.095,-0.797,-0.604,0.000,0.000,0.000,2.204,1.073,0.095,-0.991,0.137,0.000,0.000,False,False
27.036,1.454,0.953,-0.014,0.000,-0.707,0.000,-0.707,179.977,1.454,0.953,0.122,-0.267,-0.655,0.267,-0.655,-45.656,1.751,1.257,0.002,-0.548,-0.447,0.548,-0.447,57.303,2.135,1.178,0.002,-0.564,-0.427,0.564,-0.427,-85.944,2.135,1.178,0.095,-0.797,-0.604,0.000,0.000,-89.954,2.226,1.152,0.095,-0.797,-0.604,0.000,0.000,0.000,2.204,1.073,0.095,-0.991,0.137,0.000,0.000,False,False
27.142,1.454,0.953,-0.014,0.000,-0.707,0.000,-0.707,179.977,1.454,0.953,0.122,-0.267,-0.655,0.267,-0.655,-45.656,1.751,1.257,0.002,-0.548,-0.447,0.548,-0.447,57.303,2.135,1.178,0.002,-0.564,-0.427,0.564,-0.427,-85.944,2.135,1.178,0.095,-0.797,-0.604,0.000,0.000,-89.954,2.226,1.152,0.095,-0.797,-0.604,0.000,0.000,0.000,2.204,1.073,0.095,-0.991,0.137,0.000,0.000,False,False
27.246,1.454,0.953,-0.014,0.000,-0.707,0.000,-0.707,179.977,1.454,0.953,0.122,-0.267,-0.655,0.267,-0.655,-45.656,1.751,1.257,0.002,-0.548,-0.447,0.548,-0.447,57.303,2.135,1.178,0.002,-0.564,-0.427,0.564,-0.427,-85.944,2.135,1.178,0.095,-0.797,-0.604,0.000,0.000,-89.954,2.226,1.152,0.095,-0.797,-0.604,0.000,0.000,0.000,2.204,1.073,0.095,-0.991,0.137,0.000,0.000,False,False
27.348,1.454,0.953,-0.014,0.000,-0.784,0.000,-0.621,166.765,1.485,0.953,0.118,-0.067,-0.779,0.085,-0.617,-77.574,1.547,1.368,-0.019,-0.607,-0.167,0.766,-0.132,142.944,1.706,1.012,-0.057,-0.455,-0.534,0.574,-0.423,-151.191,1.727,1.012,0.034,-0.728,-0.676,0.084,0.078,-89.998,1.819,1.005,0.012,-0.616,-0.580,-0.358,-0.394,-77.546,1.813,0.923,0.014,-0.846,0.026,-0.532,-0.026,False,False
27.451,1.454,0.953,-0.014,0.000,-1.000,0.000,-0.016,91.852,1.590,0.953,-0.010,0.000,-1.000,0.015,-0.016,-88.271,1.471,1.378,-0.026,-0.016,-0.224,0.974,-0.004,152.373,1.476,1.025,-0.198,-0.011,-0.711,0.703,-0.011,-154.745,1.569,1.025,-0.195,-0.505,-0.511,0.489,0.495,-89.997,1.572,1.026,-0.289,-0.705,-0.706,0.044,0.052,-80.306,1.572,0.944,-0.290,-0.998,-0.001,0.068,0.006,False,False
27.554,1.454,0.953,-0.014,0.000,-0.789,0.000,0.614,14.272,1.487,0.953,-0.146,0.005,-0.789,0.006,0.614,-89.142,1.452,1.378,-0.031,0.597,-0.182,0.768,0.141,152.554,1.282,1.027,-0.075,0.429,-0.565,0.552,0.439,-154.751,1.305,1.027,-0.165,-0.087,-0.089,0.693,0.710,-89.975,1.213,1.030,-0.188,-0.524,-0.515,0.473,0.487,-80.307,1.211,0.947,-0.188,-0.735,0.006,0.678,0.010,False,False
27.660,1.454,0.953,-0.014,0.000,-0.229,0.000,0.973,-63.480,1.332,0.953,-0.075,0.007,-0.229,0.002,0.973,-89.201,1.437,1.378,-0.016,0.947,-0.053,0.223,0.224,152.559,1.358,1.028,0.141,0.680,-0.164,0.160,0.697,-154.751,1.275,1.028,0.100,0.368,0.376,0.594,0.609,-89.972,1.233,1.030,0.185,-0.112,-0.095,0.697,0.702,-80.308,1.232,0.948,0.186,-0.146,0.011,0.989,0.004,False,False
27.760,1.454,0.953,-0.014,0.000,0.494,0.000,0.869,-149.226,1.384,0.953,0.103,0.012,0.494,-0.007,0.869,-88.389,1.456,1.378,0.006,0.847,0.111,-0.481,0.196,152.373,1.604,1.025,0.094,0.611,0.352,-0.347,0.619,-154.754,1.556,1.025,0.174,0.677,0.686,0.186,0.189,-89.994,1.638,1.027,0.222,0.396,0.405,0.585,0.581,-80.286,1.639,0.944,0.223,0.566,0.006,0.824,-0.003,False,False
27.866,1.454,0.953,-0.014,0.000,0.641,0.000,0.768,-169.724,1.430,0.953,0.120,0.016,0.641,-0.014,0.767,-87.574,1.469,1.378,0.005,0.749,0.140,-0.625,0.168,152.273,1.634,1.023,0.035,0.542,0.453,-0.453,0.543,-154.764,1.617,1.023,0.127,0.704,0.705,0.063,0.063,-89.999,1.710,1.023,0.143,0.497,0.498,0.503,0.502,-80.273,1.710,0.941,0.143,0.704,0.000,0.710,0.000,False,False
27.968,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.277,1.431,0.953,0.120,0.017,0.644,-0.014,0.764,-87.501,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.541,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,False,False
28.072,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,False,False
28.177,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,False,False
28.278,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,False,False
28.382,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,False,False
28.487,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,False,False
28.589,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,False,False
28.690,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,False,False
28.790,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,False,False
28.896,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,True,False
28.999,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,True,False
29.105,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,True,False
29.209,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,True,False
29.314,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,True,False
29.415,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,True,False
29.516,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,True,False
29.617,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,True,False
29.723,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,True,False
29.825,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,True,False
29.932,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,True,False
30.033,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,True,False
30.135,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,True,False
30.237,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,True,False
30.339,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.288,1.431,0.953,0.120,0.017,0.645,-0.014,0.764,-87.494,1.470,1.378,0.005,0.746,0.141,-0.629,0.167,152.268,1.634,1.023,0.033,0.541,0.456,-0.456,0.540,-154.765,1.619,1.023,0.125,0.705,0.705,0.060,0.060,-89.999,1.712,1.023,0.141,0.500,0.500,0.500,0.500,-80.273,1.712,0.941,0.141,0.707,0.000,0.707,0.000,True,False
30.442,1.454,0.953,-0.014,0.000,0.645,0.000,0.764,-170.321,1.431,0.953,0.120,0.098,0.640,-0.082,0.758,-75.308,1.558,1.364,0.020,0.760,0.065,-0.642,0.077,153.766,1.635,0.980,0.033,0.530,0.465,-0.447,0.551,-170.684,1.619,0.980,0.125,0.691,0.718,0.058,0.061,-90.000,1.713,0.984,0.141,0.489,0.511,0.508,0.492,-80.264,1.716,0.901,0.141,0.707,0.016,0.707,-0.011,True,True
30.548,1.454,0.953,-0.014,0.000,0.644,0.000,0.765,-170.145,1.431,0.953,0.120,0.091,0.639,-0.077,0.760,-76.271,1.551,1.366,0.019,0.761,0.069,-0.640,0.082,153.956,1.633,0.983,0.033,0.524,0.469,-0.441,0.558,-171.227,1.617,0.983,0.125,0.682,0.726,0.062,0.059,-90.574,1.710,0.989,0.141,0.484,0.516,0.515,0.484,-80.051,1.715,0.906,0.141,0.707,0.022,0.706,-0.022,True,True
30.653,1.454,0.953,-0.014,0.000,0.644,0.000,0.765,-170.145,1.431,0.953,0.120,0.091,0.639,-0.077,0.760,-76.271,1.551,1.366,0.019,0.761,0.069,-0.640,0.082,153.956,1.633,0.983,0.033,0.524,0.469,-0.441,0.558,-171.226,1.617,0.983,0.125,0.682,0.726,0.062,0.059,-90.574,1.710,0.989,0.141,0.484,0.516,0.515,0.484,-80.051,1.715,0.906,0.141,0.707,0.022,0.706,-0.022,True,True
30.754,1.454,0.953,-0.014,0.000,0.644,0.000,0.765,-170.145,1.431,0.953,0.120,0.091,0.639,-0.077,0.760,-76.271,1.551,1.366,0.019,0.761,0.069,-0.640,0.082,153.956,1.633,0.983,0.033,0.524,0.469,-0.441,0.558,-171.226,1.617,0.983,0.125,0.682,0.726,0.062,0.059,-90.574,1.710,0.989,0.141,0.484,0.516,0.515,0.484,-80.051,1.715,0.906,0.141,0.707,0.022,0.706,-0.022,True,True
30.855,1.454,0.953,-0.014,0.000,0.644,0.000,0.765,-170.145,1.431,0.953,0.120,0.091,0.639,-0.077,0.760,-76.271,1.551,1.366,0.019,0.761,0.069,-0.640,0.082,153.956,1.633,0.983,0.033,0.524,0.469,-0.441,0.558,-171.226,1.617,0.983,0.125,0.682,0.726,0.062,0.059,-90.574,1.710,0.989,0.141,0.484,0.516,0.515,0.484,-80.051,1.715,0.906,0.141,0.707,0.022,0.706,-0.022,True,True
30.957,1.454,0.953,-0.014,0.000,0.644,0.000,0.765,-170.145,1.431,0.953,0.120,0.091,0.639,-0.077,0.760,-76.271,1.551,1.366,0.019,0.761,0.069,-0.640,0.082,153.956,1.633,0.983,0.033,0.524,0.469,-0.441,0.558,-171.226,1.617,0.983,0.125,0.682,0.726,0.062,0.059,-90.574,1.710,0.989,0.141,0.484,0.516,0.515,0.484,-80.051,1.715,0.906,0.141,0.707,0.022,0.706,-0.022,True,True
31.059,1.454,0.953,-0.014,0.000,0.644,0.000,0.765,-170.145,1.431,0.953,0.120,0.091,0.639,-0.077,0.760,-76.271,1.551,1.366,0.019,0.761,0.069,-0.640,0.082,153.956,1.633,0.983,0.033,0.524,0.469,-0.441,0.558,-171.226,1.617,0.983,0.125,0.682,0.726,0.062,0.059,-90.574,1.710,0.989,0.141,0.484,0.516,0.515,0.484,-80.051,1.715,0.906,0.141,0.707,0.022,0.706,-0.022,True,True
31.160,1.454,0.953,-0.014,0.000,0.644,0.000,0.765,-170.145,1.431,0.953,0.120,0.091,0.639,-0.077,0.760,-76.271,1.551,1.366,0.019,0.761,0.069,-0.640,0.082,153.956,1.633,0.983,0.033,0.524,0.469,-0.441,0.558,-171.226,1.617,0.983,0.125,0.682,0.726,0.062,0.059,-90.574,1.710,0.989,0.141,0.484,0.516,0.515,0.484,-80.051,1.715,0.906,0.141,0.707,0.022,0.706,-0.022,True,True
31.262,1.454,0.953,-0.014,0.000,0.644,0.000,0.765,-170.145,1.431,0.953,0.120,0.091,0.639,-0.077,0.760,-76.271,1.551,1.366,0.019,0.761,0.069,-0.640,0.082,153.956,1.633,0.983,0.033,0.524,0.469,-0.441,0.558,-171.226,1.617,0.983,0.125,0.682,0.726,0.062,0.059,-90.574,1.710,0.989,0.141,0.484,0.516,0.515,0.484,-80.051,1.715,0.906,0.141,0.707,0.022,0.706,-0.022,True,True
31.370,1.454,0.953,-0.014,0.000,0.644,0.000,0.765,-170.145,1.431,0.953,0.120,0.091,0.639,-0.077,0.760,-76.271,1.551,1.366,0.019,0.761,0.069,-0.640,0.082,153.956,1.633,0.983,0.033,0.524,0.469,-0.441,0.558,-171.226,1.617,0.983,0.125,0.682,0.726,0.062,0.059,-90.574,1.710,0.989,0.141,0.484,0.516,0.515,0.484,-80.051,1.715,0.906,0.141,0.707,0.022,0.706,-0.022,True,True
31.471,1.454,0.953,-0.014,0.000,0.644,0.000,0.765,-170.145,1.431,0.953,0.120,0.091,0.639,-0.077,0.760,-76.271,1.551,1.366,0.019,0.761,0.069,-0.640,0.082,153.956,1.633,0.983,0.033,0.524,0.469,-0.441,0.558,-171.226,1.617,0.983,0.125,0.682,0.726,0.062,0.059,-90.574,1.710,0.989,0.141,0.484,0.516,0.515,0.484,-80.052,1.715,0.906,0.141,0.707,0.022,0.706,-0.022,True,True
